"PORT","COUNTRY","ISEU","LOCODE","LAT","LON","PORT_CALL count"
"Hong Kong","HK",0,"HKHKG",22.31,114.17,41440
"Singapore Port","SG",0,"SGSIN",1.26,103.75,36372
"Shanghai","CN",0,"CNSHA",31.38,121.6,30148
"Kaohsiung","TW",0,"TWKHH",22.58,120.32,19313
"Colon","PA",0,"PAONX",9.35,-79.91,19026
"Rotterdam","NL",1,"NLRTM",51.9,4.49,18985
"Ningbo","CN",0,"CNNGB",29.94,121.88,18591
"Busan","KR",0,"KRPUS",35.1,129.04,16927
"Balboa","PA",0,"PABLB",8.95,-79.57,16049
"Shenzhen","CN",0,"CNSZX",22.5,113.85,15824
"Qingdao","CN",0,"CNTAO",36.06,120.32,14504
"Tianjin","CN",0,"CNTXG",38.94,117.79,14126
"Yokohama","JP",0,"JPYOK",35.41,139.66,13781
"Jebel Ali","AE",0,"AEJEA",25,55.05,13448
"Brunsbuettel","DE",1,"DEBRB",53.94,9.28,13386
"Kiel","DE",1,"DEKEL",54.37,10.15,12899
"Port Klang","MY",0,"MYPKG",2.98,101.36,12640
"Tokyo","JP",0,"JPTYO",35.61,139.83,11787
"Istanbul","TR",0,"TRIST",41.09,29.04,11210
"Hamburg","DE",1,"DEHAM",53.51,9.96,10808
"Xiamen","CN",0,"CNXMN",24.5,118.03,10527
"Kobe","JP",0,"JPUKB",34.69,135.27,9933
"Antwerpen","BE",1,"BEANR",51.3,4.31,9854
"Osaka","JP",0,"JPOSA",34.61,135.44,9815
"Dalian","CN",0,"CNDLC",39,121.76,9612
"Yantian","CN",0,"CNYTN",22.58,114.28,9287
"Yangshan","CN",0,"CNYAN",30.61,122.07,9247
"Tanjung Pelepas","MY",0,"MYTPP",1.39,103.54,9131
"Ho Chi Minh","VN",0,"VNSGN",10.74,106.8,8721
"Bremerhaven","DE",1,"DEBRV",53.55,8.55,8541
"Tai Chung","TW",0,"TWTXG",24.26,120.51,8428
"Fujairah","AE",0,"AEFJR",25.16,56.37,8224
"Nagoya","JP",0,"JPNGO",35.05,136.84,8138
"Port Said","EG",0,"EGPSD",31.24,32.32,7852
"Keelung","TW",0,"TWKEL",25.15,121.75,7657
"Sao Paulo","BR",0,"BRSAO",-23.97,-46.3,7529
"Zhoushan","CN",0,"CNZOS",29.92,122.21,7350
"New Orleans","US",0,"USMSY",29.81,-90.16,7155
"Valencia","ES",1,"ESVLC",39.44,-0.32,6885
"Bangkok","TH",0,"THBKK",13.08,100.86,6823
"Algeciras","ES",1,"ESALG",36.14,-5.43,6528
"Hai Phong","VN",0,"VNHPH",20.67,106.87,6398
"Manila","PH",0,"PHMNL",14.62,120.94,6270
"Guangzhou","CN",0,"CNCAN",23.09,113.43,6227
"Jeddah","SA",0,"SAJED",21.48,39.15,5734
"Jakarta","ID",0,"IDJKT",-6.13,106.85,5716
"Lianyungang","CN",0,"CNLYG",34.79,119.57,5654
"Qinhuangdao","CN",0,"CNSHP",39.83,119.73,5594
"Los Angeles","US",0,"USLAX",33.74,-118.27,5494
"Montreal","CA",0,"CAMTR",45.55,-73.51,5451
"Alexandria","EG",0,"EGALY",31.18,29.88,5445
"Incheon","KR",0,"KRICE",37.44,126.6,5059
"New York","US",0,"USNYC",40.68,-74.08,5038
"Perama","GR",1,"GRPER",37.95,23.59,4739
"Le Havre","FR",1,"FRLEH",49.47,0.15,4682
"Zhangjiagang","CN",0,"CNZJG",31.98,120.42,4369
"Vancouver","CA",0,"CAVAN",49.3,-123.05,4367
"Colombo","LK",0,"LKCMB",6.95,79.85,4291
"San Francisco","US",0,"USSFO",37.77,-122.4,4278
"Felixstowe","GB",1,"GBFXT",51.96,1.3,4254
"Durban","ZA",0,"ZADUR",-29.88,31.03,3993
"Norfolk","US",0,"USORF",36.92,-76.37,3976
"Savannah","US",0,"USSAV",32.12,-81.1,3941
"Tanger-Med","MA",0,"MAPTM",35.9,-5.49,3839
"Marsaxlokk","MT",1,"MTMAR",35.83,14.54,3833
"Tang Shan","CN",0,"CNJIN",39.21,119.01,3831
"St. Petersburg","RU",0,"RULED",59.92,30.33,3749
"Barcelona","ES",1,"ESBCN",41.35,2.16,3701
"Cartagena","CO",0,"COCTG",10.35,-75.53,3696
"Taizhou","CN",0,"CNTZO",32.23,119.89,3629
"Rizhao","CN",0,"CNRZH",35.36,119.53,3605
"Paranagua","BR",0,"BRPNG",-25.5,-48.51,3549
"Yantai","CN",0,"CNYNT",37.57,121.41,3544
"Gibraltar","GI",0,"GIGIB",36.14,-5.36,3514
"Houston","US",0,"USHOU",29.7,-95.11,3467
"Newcastle","AU",0,"AUNTL",-32.9,151.76,3451
"Yingkou","CN",0,"CNYIK",40.27,122.09,3451
"Genova","IT",1,"ITGOA",44.4,8.91,3340
"Sault Ste. Marie","CA",0,"CASSM",46.51,-84.34,3298
"Teipei","TW",0,"TWTPE",25.16,121.39,3276
"Las Palmas","ES",1,"ESLPA",28.14,-15.42,3219
"Manzanillo","MX",0,"MXZLO",19.08,-104.32,3213
"Port Hedland","AU",0,"AUPHE",-20.32,118.58,3046
"Mersin","TR",0,"TRMER",36.8,34.65,3022
"Seattle","US",0,"USSEA",47.62,-122.36,2786
"Haifa","IL",0,"ILHFA",32.83,35,2785
"Fort Lauderdale","US",0,"USFLL",26.14,-80.13,2777
"Hakata","JP",0,"JPHKT",33.63,130.38,2738
"Gioia Tauro","IT",1,"ITGIT",38.45,15.9,2726
"Miami","US",0,"USMIA",25.75,-80.22,2631
"Melbourne","AU",0,"AUMEL",-37.84,144.94,2587
"Constanta","RO",1,"ROCND",44.13,28.68,2584
"Lagos","NG",0,"NGLOS",6.44,3.36,2533
"Zhenjiang","CN",0,"CNZHE",32.21,119.39,2533
"Immingham","GB",1,"GBIMM",53.64,0.19,2508
"Nantong","CN",0,"CNNTG",31.97,120.87,2502
"Richards Bay","ZA",0,"ZARCB",-28.81,32.06,2499
"Rio Grande","BR",0,"BRRIG",-32.09,-52.12,2404
"Charleston","US",0,"USCHS",32.84,-79.92,2383
"Ichihara","JP",0,"JPICH",35.47,140,2362
"San Lorenzo","AR",0,"ARSLO",-32.7,-60.73,2335
"Nhava Sheva","IN",0,"INNSA",18.95,72.95,2323
"Jiangyin","CN",0,"CNJGY",25.43,119.3,2320
"Mundra","IN",0,"INMUN",22.76,69.64,2316
"IJmuiden","NL",1,"NLIJM",52.46,4.6,2266
"Casablanca","MA",0,"MACAS",33.61,-7.6,2236
"Novorossiysk","RU",0,"RUNVS",44.72,37.81,2193
"Fos-sur-Mer","FR",1,"FRFOS",43.42,4.87,2125
"Izmir","TR",0,"TRIZM",38.44,27.1,2115
"Brisbane","AU",0,"AUBNE",-27.42,153.1,2102
"Chennai","IN",0,"INMAA",13.11,80.3,2100
"Tilbury","GB",1,"GBTIL",51.46,0.35,2096
"Sydney","AU",0,"AUSYD",-33.97,151.21,2093
"Puerto Cortes","HN",0,"HNPCR",15.84,-87.95,2078
"Rio de Janeiro","BR",0,"BRRIO",-22.85,-43.18,2055
"Lisboa","PT",1,"PTLIS",38.71,-9.14,2054
"Gothenburg","SE",1,"SEGOT",57.7,11.88,2046
"Guayaquil","EC",0,"ECGYE",-2.28,-79.9,2032
"Caobeidian","CN",0,"",38.95,118.47,2024
"Luozhou","CN",0,"CNLYI",29.74,119.48,2024
"La Spezia","IT",1,"ITSPE",44.1,9.84,2017
"Gdynia","PL",1,"PLGDY",54.53,18.53,2008
"Caucedo","DO",0,"DOCAU",18.43,-69.63,1998
"Dammam","SA",0,"SADMM",26.44,50.15,1991
"Porto deTubarao","BR",0,"BRTUB",-20.29,-40.24,1965
"Venice","IT",1,"ITVCE",45.45,12.25,1964
"Terneuzen","NL",1,"NLTNZ",51.32,3.83,1937
"Baltimore","US",0,"USBAL",39.22,-76.54,1934
"Lanshan","CN",0,"CNLSN",35.06,119.51,1933
"Bandar Abbas","IR",0,"IRBND",27.15,56.24,1924
"Cape Town","ZA",0,"ZACPT",-33.91,18.44,1923
"Longkou","CN",0,"CNLKU",37.64,120.28,1887
"Riga","LV",1,"LVRIX",57.04,24.08,1835
"Buenos Aires","AR",0,"ARBUE",-34.61,-58.37,1822
"Ashdod","IL",0,"ILASH",31.82,34.62,1812
"Fang Cheng Gang","CN",0,"CNFAN",21.59,108.38,1804
"Liverpool","GB",1,"GBLIV",53.42,-3.01,1796
"Hiroshima","JP",0,"JPHIJ",34.35,132.44,1792
"Longshan Shipyard","CN",0,"",29.79,122.1,1786
"Dunkirk","FR",1,"FRDKK",51.04,2.31,1784
"Umm Said","QA",0,"QAUMS",24.96,51.6,1768
"Vladivostok","RU",0,"RUVVO",43.09,131.9,1756
"Veracruz","MX",0,"MXVER",19.2,-96.13,1755
"Livorno","IT",1,"ITLIV",43.56,10.31,1748
"Gladstone","AU",0,"AUGLT",-23.82,151.23,1743
"Montevideo","UY",0,"UYMVD",-34.89,-56.22,1730
"Beirut","LB",0,"LBBEY",33.91,35.53,1713
"Salalah","OM",0,"OMSLL",16.95,54,1687
"Dampier","AU",0,"AUDAM",-20.63,116.67,1678
"Zhanjiang","CN",0,"CNZHA",21.19,110.47,1668
"Teesport","GB",1,"GBTEE",54.63,-1.15,1645
"Tema","GH",0,"GHTEM",5.63,0.01,1630
"Yokkaichi","JP",0,"JPYKK",34.96,136.66,1630
"Sines","PT",1,"PTSIE",37.94,-8.87,1613
"Gebze","TR",0,"TRGEB",40.76,29.38,1581
"Huanghua","CN",0,"CNHHA",38.32,117.88,1581
"Klaipeda","LT",1,"LTKLJ",55.69,21.13,1577
"Bilbao","ES",1,"ESBIO",43.35,-3.05,1572
"Kisarazu","JP",0,"JPKZU",35.37,139.88,1566
"Limassol","CY",1,"CYLMS",34.66,33.03,1562
"Ulsan","KR",0,"KRUSN",35.45,129.4,1545
"Pyeongtaek","KR",0,"KRPTK",36.99,126.8,1544
"Aqaba","JO",0,"JOAQJ",29.47,34.97,1534
"Tuticorin","IN",0,"INTUT",8.75,78.22,1533
"Aarhus","DK",1,"DKAAR",56.15,10.23,1519
"Cagliari","IT",1,"ITCAG",39.2,9.08,1503
"Helsinki","FI",1,"FIHEL",60.21,25.21,1500
"Auckland","NZ",0,"NZAKL",-36.84,174.77,1475
"Buenaventura","CO",0,"COBUN",3.89,-77.06,1468
"Baton Rouge","US",0,"USBTR",30.04,-90.83,1467
"Phu My - Vung Tau","VN",0,"VNPHU",10.61,107.01,1461
"Jiangyinzhen","CN",0,"",25.41,119.29,1456
"Damietta","EG",0,"EGDAM",31.47,31.76,1452
"Nanjing","CN",0,"CNNKG",32.21,119.18,1451
"Manamah","BH",0,"BHMAN",26.18,50.72,1450
"Koper","SI",1,"SIKOP",45.56,13.74,1442
"Mombasa","KE",0,"KEMBA",-4.05,39.63,1436
"Vostochny","RU",0,"RUVYP",42.75,133.05,1436
"Wakayama","JP",0,"JPWAK",34.22,135.13,1436
"Pasir Gudang","MY",0,"MYPGU",1.44,103.89,1418
"Ravenna","IT",1,"ITRAN",44.45,12.25,1415
"San Antonio","CL",0,"CLSAI",-33.59,-71.62,1407
"Kuantan","MY",0,"MYKUA",3.97,103.43,1405
"Duluth","US",0,"USDLH",46.74,-92.11,1398
"Dublin","IE",1,"IEDUB",53.35,-6.21,1397
"Djibouti","DJ",0,"DJJIB",11.6,43.11,1395
"Abidjan","CI",0,"CIABJ",5.27,-4.01,1379
"Gemlik","TR",0,"TRGEM",40.43,29.12,1376
"Yang Pu","CN",0,"CNYGP",19.87,109.14,1373
"Barranquilla","CO",0,"COBAQ",10.97,-74.76,1371
"Mizushima","JP",0,"JPMIZ",34.5,133.71,1363
"Izmit","TR",0,"TRIZT",40.77,29.71,1355
"Trieste","IT",1,"ITTRS",45.64,13.76,1353
"Shimizu","JP",0,"JPSMZ",35.02,138.51,1350
"Southampton","GB",1,"GBSOU",50.9,-1.42,1321
"Gdansk","PL",1,"PLGDN",54.38,18.68,1313
"Pipavav","IN",0,"INPAV",20.92,71.51,1310
"Zeebrugge","BE",1,"BEZEE",51.33,3.21,1299
"Freeport Bahamas","BS",0,"BSFPO",26.53,-78.77,1292
"Varna","BG",1,"BGVAR",43.19,27.91,1283
"Mina Saqr","AE",0,"AEMSA",25.98,56.05,1276
"Neapel","IT",1,"ITNAP",40.84,14.28,1268
"Thessaloniki","GR",1,"GRSKG",40.64,22.92,1268
"Shiogama","JP",0,"JPSGM",38.27,141.03,1264
"Haina","DO",0,"DOHAI",18.42,-70.02,1247
"Adelaide","AU",0,"AUADL",-34.81,138.51,1239
"Philadelphia","US",0,"USPHL",39.91,-75.17,1233
"Odessa","UA",0,"UAODS",46.5,30.74,1228
"Salerno","IT",1,"ITSAL",40.67,14.75,1220
"Caofeidian","CN",0,"CNCFD",39.02,118.52,1215
"Kashima","JP",0,"JPKSM",35.91,140.68,1195
"Maputo","MZ",0,"MZMPM",-25.96,32.55,1153
"Itaqui","BR",0,"BRITQ",-2.56,-44.38,1138
"Dakar","SN",0,"SNDKR",14.68,-17.43,1125
"Jacksonville","US",0,"USJAX",30.38,-81.52,1122
"Penang","MY",0,"MYPEN",5.42,100.36,1118
"Iskenderun","TR",0,"TRISK",36.68,36.18,1115
"Portland Oregon","US",0,"USPDX",45.6,-122.72,1115
"Qasim","PK",0,"PKQCT",24.76,67.33,1107
"Hay Point","AU",0,"AUHPT",-21.27,149.31,1089
"Shantou","CN",0,"CNSWA",23.31,116.77,1089
"Lazaro Cardenas","MX",0,"MXLZC",17.95,-102.16,1081
"Lyttelton","NZ",0,"NZLYT",-43.61,172.72,1077
"Halifax","CA",0,"CAHAL",44.67,-63.6,1062
"Mariupol","UA",0,"UAMPW",47.05,37.5,1060
"Point Samson","AU",0,"AUPSM",-20.58,117.2,1057
"Oslo","NO",0,"NOOSL",59.89,10.75,1056
"Mobile","US",0,"USMOB",30.7,-88.04,1055
"Stockholm","SE",1,"SESTO",59.34,18.14,1054
"Fremantle","AU",0,"AUFRE",-32.05,115.74,1040
"Fukuyama","JP",0,"JPFKY",34.45,133.43,1036
"Haibucun","CN",0,"",37.45,122.19,1026
"Copenhagen","DK",1,"DKCPH",55.71,12.61,1014
"Hachinohe","JP",0,"JPHHE",40.55,141.5,1005
"Dubai","AE",0,"AEDXB",25.28,55.29,1004
"Al Jubail","SA",0,"SAJBI",27.05,49.68,1003
"Luanda","AO",0,"AOLAD",-8.77,13.27,1003
"Lome","TG",0,"TGLFW",6.14,1.28,985
"Doha","QA",0,"QADOH",25.3,51.56,974
"Helsingborg","SE",1,"SEHEL",56.02,12.69,972
"Pohang","KR",0,"KRKPO",36.02,129.41,971
"Vrangel","RU",0,"RUVRA",42.76,132.99,971
"Amsterdam","NL",1,"NLAMS",52.37,4.88,967
"Point Lisas","TT",0,"TTPTS",10.4,-61.49,967
"Karachi","PK",0,"PKKHI",24.83,66.98,962
"Dangjin","KR",0,"KR TJI",37,126.71,958
"Sohar","OM",0,"OMSOH",24.5,56.62,951
"Grangemouth","GB",1,"GBGRG",56.03,-3.69,947
"Muuga","EE",1,"EEMUG",59.49,24.96,938
"Ust-Luga","RU",0,"RUULU",59.68,28.33,927
"Walvis Bay",NA,0,"NAWVB",-22.94,14.5,926
"Santa Marta","CO",0,"COSMR",11.24,-74.22,923
"Cochin","IN",0,"INCOK",9.96,76.27,903
"Illichevsk","UA",0,"UAILK",46.33,30.66,899
"Gaoqiaozhen","CN",0,"",40.81,121.06,892
"Port Sudan","SD",0,"SDPZU",19.62,37.22,886
"Kingston upon Hull","GB",1,"GBHUL",53.74,-0.27,883
"Khor Fakkan","AE",0,"AEKLF",25.36,56.37,879
"Rockingham","AU",0,"AUROM",-32.21,115.76,877
"Kotka","FI",1,"FIKTK",60.42,26.91,875
"Douala","CM",0,"CMDLA",4.04,9.68,869
"Corpus Christi","US",0,"USCRP",27.83,-97.47,868
"Cangzhou","CN",0,"CNCZU",38.36,117.76,867
"Cebu","PH",0,"PHCEB",10.32,123.95,858
"Saldanha","ZA",0,"ZASDB",-33.02,17.98,854
"Susaki","JP",0,"JPSUZ",33.39,133.29,854
"Castellon","ES",1,"ESCAS",39.96,0.03,853
"Gulangyu","CN",0,"",24.41,118.06,852
"HRDD Chong Ming Island","CN",0,"CNCMG",31.59,121.45,851
"Chicago","US",0,"USCHI",41.67,-87.45,836
"Davao","PH",0,"PHDVO",7.13,125.66,831
"Ghent","BE",1,"BEGNE",51.12,3.77,831
"Gijon","ES",1,"ESGIJ",43.56,-5.69,830
"Toyohashi","JP",0,"JPTHS",34.73,137.31,820
"Abu Dhabi","AE",0,"AEAUH",24.48,54.5,815
"Hakodate","JP",0,"JP HKD",41.79,140.72,812
"Tunis","TN",0,"TNTUN",36.81,10.29,812
"Salvador da Bahia","BR",0,"BRSSA",-12.97,-38.52,810
"Port Elizabeth","ZA",0,"ZAPLZ",-33.96,25.64,806
"Port of Spain","TT",0,"TTPOS",10.65,-61.52,798
"Mumbai","IN",0,"INBOM",18.94,72.86,795
"Misrata","LY",0,"LYMRA",32.37,15.22,792
"Vila do Conde","BR",0,"BRVIC",-1.54,-48.75,790
"Ennore","IN",0,"INENR",13.26,80.34,785
"Mykolayiv","UA",0,"UAZUA",46.94,32,785
"Trelleborg","SE",1,"SETRG",55.37,13.15,783
"Mokpo","KR",0,"KRMOK",34.77,126.35,780
"Ancona","IT",1,"ITAOI",43.62,13.5,778
"Long Xue Shipyard","CN",0,"",22.69,113.66,777
"Puerto Quetzal","GT",0,"GTPRQ",13.92,-90.79,776
"Krishnapatnam","IN",0,"INKRI",14.25,80.13,766
"Brevik","NO",0,"NOBVK",59.06,9.7,754
"Belfast","GB",1,"GBBEL",54.63,-5.88,752
"Kandla","IN",0,"INIXY",23.02,70.23,751
"Port Kembla","AU",0,"AUPKL",-34.45,150.89,751
"Tartus","SY",0,"SYSOR",34.91,35.86,744
"Valparaiso","CL",0,"CLVAP",-33.03,-71.61,738
"San Vicente","ES",1,"ESSVB",-36.73,-73.14,737
"Maji Shan","CN",0,"CNMJS",30.7,122.46,732
"Cleveland","US",0,"USCLE",41.5,-81.72,728
"Tarragona","ES",1,"ESTAR",41.1,1.22,727
"Rosario","AR",0,"ARROS",-33.02,-60.58,725
"Nakhodka","RU",0,"RUNJK",42.8,132.91,720
"Malaga","ES",1,"ESAGP",36.71,-4.42,714
"Banjarmasin","ID",0,"IDBDJ",-3.33,114.55,705
"Conakry","GN",0,"GNCKY",9.51,-13.72,697
"Beira","MZ",0,"MZBEW",-19.82,34.83,694
"Surabaya","ID",0,"IDSUB",-7.01,112.76,694
"Beihai","CN",0,"CNBHY",21.48,109.05,689
"Ngqura","ZA",0,"ZAZBA",-33.8,25.69,681
"Tuzla","TR",0,"TRTUZ",40.83,29.29,681
"Yuzhny","UA",0,"UAYUZ",46.63,31.02,677
"Travemuende","DE",1,"DETRV",53.94,10.86,676
"Longview","US",0,"USLOG",46.11,-122.95,674
"Puerto Limon","CR",0,"CRLIO",9.99,-83.02,673
"Bremen","DE",1,"DEBRE",53.12,8.71,666
"Mejillones","CL",0,"CLMJS",-22.98,-70.41,666
"Newcastle upon Tyne","GB",1,"GBNCL",54.99,-1.46,661
"Plaquemines Parish Port","US",0,"USPLQ",29.57,-89.79,650
"Qinzhou","CN",0,"CNQZH",21.68,108.65,650
"Marseille","FR",1,"FRMRS",43.35,5.31,648
"Paradip","IN",0,"INPRT",20.28,86.69,646
"Aalborg","DK",1,"DKAAL",57.07,9.97,644
"Thamesport","GB",1,"GBTHP",51.43,0.69,641
"Tampa","US",0,"USTPA",27.9,-82.5,636
"Kemen","CN",0,"",26.38,119.76,631
"Dongjiakou","CN",0,"",35.59,119.79,624
"Sakaiminato","JP",0,"JPSMN",35.54,133.26,623
"Lattakia","SY",0,"SYALD",35.53,35.77,622
"Bahia Blanca","AR",0,"ARBHI",-38.79,-62.27,621
"Quanzhou","CN",0,"CNQZJ",24.83,118.73,615
"Ensenada","MX",0,"MXESE",31.85,-116.64,610
"Kronshtadt","RU",0,"RUKDT",60,29.71,610
"Changshu","CN",0,"CNCGU",31.77,120.95,608
"Slite","SE",1,"SESLI",57.71,18.81,608
"Kristiansand","NO",0,"NOKRS",58.1,8.05,600
"Toamasina","MG",0,"MGTOA",-18.15,49.43,594
"Kolkata","IN",0,"INCCU",22.54,88.3,593
"Reykjavik","IS",0,"ISREY",64.14,-21.84,590
"Vigo","ES",1,"ESVGO",42.25,-8.71,586
"Santa Cruz de Tenerife","ES",1,"ESSCT",28.48,-16.21,584
"Chang Xing Dao","CN",0,"",40.69,121.11,580
"Yangzhou","CN",0,"CNYZH",32.27,119.43,579
"Rouen","FR",1,"FRURO",49.36,0.98,576
"Dandong","CN",0,"CNDDP",39.82,124.16,569
"Setubal","PT",1,"PTSET",38.49,-8.84,569
"Bristol (UK)","GB",1,"GBBSG",51.5,-2.72,567
"Tomakomai Power Plant","JP",0,"",42.61,141.78,565
"Changzhou","CN",0,"CNCZX",31.97,120,563
"Szczecin","PL",1,"PLSZZ",53.43,14.58,562
"Shidao","CN",0,"CNSHD",36.89,122.45,555
"San Nicolas de Los Arroyos","AR",0,"ARSNS",-33.35,-60.18,553
NA,"RE",0,"RELPT",-20.93,55.32,549
"Higashi Harima","JP",0,"JPHHR",34.7,134.86,544
"Saint Nazaire","FR",1,"FRSNR",47.13,-2.36,542
"Qiantang River Delta","CN",0,"",29.52,121.51,541
"Fredericia","DK",1,"DKFRC",55.56,9.75,540
"Algier","DZ",0,"DZALG",36.77,3.07,539
"Cork","IE",1,"IEORK",51.9,-8.42,538
"Maracaibo","VE",0,"VEMAR",10.63,-71.64,536
"Poti","GE",0,"GEPTI",42.15,41.65,536
"Sfax","TN",0,"TNSFA",34.73,10.77,532
"Caldera","CR",0,"CRCAL",9.91,-84.72,529
"Da Nang","VN",0,"VNDAD",16.12,108.22,526
"Tripolis","LY",0,"LYTIP",32.9,13.19,524
"Kinuura","JP",0,"JPKNU",34.85,136.96,523
"San Juan","PR",0,"PRSJU",18.44,-66.09,522
"Vitoria","BR",0,"BRVIX",-20.32,-40.32,521
"Willemstad","AN",0,"ANWIL",12.11,-68.93,511
"Honolulu","US",0,"USHNL",21.29,-157.88,502
"Cadiz","ES",1,"ESCAD",36.53,-6.28,501
"Ceuta","ES",1,"ESCEU",35.9,-5.31,497
"Rendsburg","DE",1,"DEREN",54.31,9.68,494
"Nanbu","CN",0,"CNNAO",31.55,121.53,474
"Yuzhne","UA",0,"",46.64,31.02,473
"Coronel","CL",0,"CLCNL",-37.04,-73.17,472
"Arroyo Seco","AR",0,"",-33.12,-60.5,468
"Larvik","NO",0,"NOLAR",59.04,10.04,465
"Kanazawa","JP",0,"JPKNZ",36.61,136.62,463
"Yang Jiang","CN",0,"CNYJI",21.69,111.82,463
"Semarang","ID",0,"IDSRG",-6.94,110.42,459
"Weipa","AU",0,"AUWEI",-12.67,141.87,457
"Kyme","TR",0,"TRALI",38.77,26.92,456
"Mangalore","IN",0,"INIXE",12.93,74.82,456
"Port Kamsar","GN",0,"GNKMR",10.64,-14.63,455
"Paramaribo","SR",0,"SRPBM",5.81,-55.17,451
"Itajai","BR",0,"BRITJ",-26.88,-48.69,450
"Kaliningrad","RU",0,"RUKGD",54.65,20.07,450
"Burgas","BG",1,"BGBOJ",42.48,27.46,449
"Puerto Cabello","VE",0,"VEPBL",10.48,-68.01,449
"Geraldton","AU",0,"AUGET",-28.78,114.59,447
"LV Hua Shan","CN",0,"CNLUH",30.78,122.6,445
"Nueva Palmira","UY",0,"UYNVP",-33.88,-58.42,445
"Hamilton","CA",0,"CAHAM",43.27,-79.8,440
"Philipsburg","SX",0,"SXPHI",18.01,-63.04,436
NA,"TR",0,"TRDYL",36.84,36.16,431
"Iwakuni","JP",0,"JPIWK",34.19,132.24,429
"Rijeka","HR",1,"HRRJK",45.32,14.45,429
"Pepel","SL",0,"SLPEP",8.57,-13.06,428
"Muroran","JP",0,"JPMUR",42.34,140.97,424
"Nikolayev","UA",0,"UANIK",46.84,31.95,424
"Port Arthur","US",0,"USPOA",29.84,-93.91,423
"Brest","FR",1,"FRBES",48.38,-4.49,421
"Dai Shan","CN",0,"",30.28,122.07,418
"Ar Ruways","AE",0,"AERUW",24.15,52.73,417
"Oran","DZ",0,"DZORN",35.72,-0.63,409
"Oranjestad","AW",0,"AWORJ",12.52,-70.05,407
"Bilixiang","CN",0,"CNBLI",26.46,119.7,405
"Suape","BR",0,"BRIPO",-8.39,-34.96,405
"Bunbury","AU",0,"AUBUY",-33.32,115.66,400
"Halmstad","SE",1,"SEHAD",56.65,12.85,397
"Quintero","CL",0,"CLQTV",-32.76,-71.51,395
"Boston","US",0,"USBOS",42.37,-71.04,394
"Onne","NG",0,"NGONN",4.67,7.15,394
"Takoradi","GH",0,"GHTKD",4.89,-1.74,393
NA,"SE",1,"SEGVX",60.69,17.22,392
"Moss","NO",0,"NOMSS",59.41,10.64,392
"Wellington","NZ",0,"NZWLG",-41.28,174.79,388
"Cartagena (Spain)","ES",1,"ESCAR",37.58,-0.97,382
"New Westminster","CA",0,"CANWE",49.19,-122.9,381
"Al Khoms","LY",0,"",32.68,14.25,379
"Sajiang River Delta","CN",0,"",26.74,119.73,378
"Samarinda","ID",0,"IDSRI",-0.56,117.18,378
"Arrecife","ES",1,"ESACE",28.97,-13.53,377
"Sagunto","ES",1,"ESSAG",39.65,-0.22,377
"Navegantes","BR",0,"BRNVT",-26.9,-48.66,375
"Port Moresby","PG",0,"PGPOM",-9.45,147.12,375
"Tomakomai","JP",0,"JPTMK",42.64,141.65,375
"Fort de France","MQ",0,"MQFDF",14.59,-61.05,372
"Civitavecchia","IT",1,"ITCVV",42.1,11.78,371
"Jiaojiang","CN",0,"CNJOJ",28.69,121.45,371
"Frederikstad","NO",0,"",59.18,10.95,370
"Alumar","BR",0,"BRALU",-2.68,-44.36,363
"Sao Francisco do Sul","BR",0,"BRSFS",-26.24,-48.63,363
"Kagoshima","JP",0,"JPKOJ",31.54,130.56,360
"Klein Point","AU",0,"AUKLP",-34.96,137.78,359
"Yiu Lian Shekou Dockyards","CN",0,"",22.5,113.84,359
"Hekou","CN",0,"",38.08,118.95,358
"Takamatsu","JP",0,"JPTAK",34.36,134.06,356
"Zhuhai Western Terminal","CN",0,"",21.96,113.18,355
"Geelong","AU",0,"AUGEX",-38.11,144.37,354
"Benghazi","LY",0,"LYBEN",32.12,20.05,352
"Norrkoping","SE",1,"SENRK",58.62,16.27,350
"Ventspils","LV",1,"LVVNT",57.4,21.56,349
"Cotonou","BJ",0,"BJCOO",6.35,2.42,347
"Aratu","BR",0,"BRARB",-12.78,-38.48,342
"Greenock","GB",1,"GBGRK",55.96,-4.76,341
"Nouakchott","MR",0,"MRNKC",17.99,-16.03,340
"Kotabaru","ID",0,"IDKBU",-3.2,116.29,339
"Moerdijk","NL",1,"NLMOE",51.69,4.59,338
"Dongying","CN",0,"CNDGY",38.08,118.98,337
"Kalama","US",0,"USKAM",46.03,-122.87,334
"Vlissingen","NL",1,"NLVLI",51.46,3.69,332
"Mailiao","TW",0,"TWMLI",23.79,120.19,328
"Wismar","DE",1,"DEWIS",53.9,11.46,328
"Wilhelmshaven","DE",1,"DEWVN",53.56,8.12,327
"Asauleyh","IR",0,"",27.54,52.54,326
"Mormugao","IN",0,"INMRM",15.41,73.81,326
"Hazira","IN",0,"IN HZR",21.09,72.66,325
"Prince Rupert","CA",0,"CAPRR",54.31,-130.32,325
"Lobito","AO",0,"AOLOB",-12.34,13.55,324
"Quebec","CA",0,"CAQUE",46.81,-71.2,323
"Sorel","CA",0,"CASOR",46.05,-73.12,323
"Sakaide","JP",0,"JPSKD",34.34,133.86,321
"Baltiysk","RU",0,"RUBLT",54.63,19.92,320
"Bergen","NO",0,"NOBGO",60.39,5.31,320
